id,date,store_nbr,family,sales,onpromotion
576,2024-02-18,1,GROCERY,175.09,0
577,2024-02-18,1,PRODUCE,100.05,0
578,2024-02-18,1,DAIRY,61.65,0
579,2024-02-18,1,HOUSEHOLD,53.11,0
580,2024-02-18,2,GROCERY,240.42,0
581,2024-02-18,2,PRODUCE,243.85,0
582,2024-02-18,2,DAIRY,106.79,0
583,2024-02-18,2,HOUSEHOLD,38.21,0
584,2024-02-18,3,GROCERY,311.32,0
585,2024-02-18,3,PRODUCE,129.39,0
586,2024-02-18,3,DAIRY,92.35,0
587,2024-02-18,3,HOUSEHOLD,59.59,3
588,2024-02-19,1,GROCERY,165.08,0
589,2024-02-19,1,PRODUCE,99.91,0
590,2024-02-19,1,DAIRY,75.0,0
591,2024-02-19,1,HOUSEHOLD,23.58,0
592,2024-02-19,2,GROCERY,216.51,0
593,2024-02-19,2,PRODUCE,194.07,0
594,2024-02-19,2,DAIRY,68.75,0
595,2024-02-19,2,HOUSEHOLD,70.53,3
596,2024-02-19,3,GROCERY,236.46,0
597,2024-02-19,3,PRODUCE,93.82,0
598,2024-02-19,3,DAIRY,174.98,3
599,2024-02-19,3,HOUSEHOLD,46.26,3
600,2024-02-20,1,GROCERY,196.5,0
601,2024-02-20,1,PRODUCE,124.41,0
602,2024-02-20,1,DAIRY,49.04,0
603,2024-02-20,1,HOUSEHOLD,31.49,3
604,2024-02-20,2,GROCERY,193.25,0
605,2024-02-20,2,PRODUCE,53.08,0
606,2024-02-20,2,DAIRY,70.24,3
607,2024-02-20,2,HOUSEHOLD,38.12,3
608,2024-02-20,3,GROCERY,261.01,0
609,2024-02-20,3,PRODUCE,187.89,3
610,2024-02-20,3,DAIRY,115.17,3
611,2024-02-20,3,HOUSEHOLD,26.58,0
612,2024-02-21,1,GROCERY,148.89,0
613,2024-02-21,1,PRODUCE,72.99,0
614,2024-02-21,1,DAIRY,68.74,3
615,2024-02-21,1,HOUSEHOLD,26.25,3
616,2024-02-21,2,GROCERY,205.85,0
617,2024-02-21,2,PRODUCE,88.29,3
618,2024-02-21,2,DAIRY,98.9,3
619,2024-02-21,2,HOUSEHOLD,23.35,0
620,2024-02-21,3,GROCERY,292.58,3
621,2024-02-21,3,PRODUCE,195.62,3
622,2024-02-21,3,DAIRY,104.9,0
623,2024-02-21,3,HOUSEHOLD,59.75,0
624,2024-02-22,1,GROCERY,135.51,0
625,2024-02-22,1,PRODUCE,95.61,3
626,2024-02-22,1,DAIRY,88.72,3
627,2024-02-22,1,HOUSEHOLD,44.45,0
628,2024-02-22,2,GROCERY,200.36,3
629,2024-02-22,2,PRODUCE,146.49,3
630,2024-02-22,2,DAIRY,104.77,0
631,2024-02-22,2,HOUSEHOLD,36.22,0
632,2024-02-22,3,GROCERY,289.64,3
633,2024-02-22,3,PRODUCE,160.07,0
634,2024-02-22,3,DAIRY,106.25,0
635,2024-02-22,3,HOUSEHOLD,65.09,0
636,2024-02-23,1,GROCERY,204.75,3
637,2024-02-23,1,PRODUCE,119.65,3
638,2024-02-23,1,DAIRY,60.55,0
639,2024-02-23,1,HOUSEHOLD,29.81,0
640,2024-02-23,2,GROCERY,285.4,3
641,2024-02-23,2,PRODUCE,105.48,0
642,2024-02-23,2,DAIRY,83.53,0
643,2024-02-23,2,HOUSEHOLD,29.33,0
644,2024-02-23,3,GROCERY,267.42,0
645,2024-02-23,3,PRODUCE,89.34,0
646,2024-02-23,3,DAIRY,118.49,0
647,2024-02-23,3,HOUSEHOLD,23.03,0
648,2024-02-24,1,GROCERY,212.83,3
649,2024-02-24,1,PRODUCE,122.16,0
650,2024-02-24,1,DAIRY,86.63,0
651,2024-02-24,1,HOUSEHOLD,45.97,0
652,2024-02-24,2,GROCERY,279.95,0
653,2024-02-24,2,PRODUCE,115.18,0
654,2024-02-24,2,DAIRY,111.7,0
655,2024-02-24,2,HOUSEHOLD,24.12,0
656,2024-02-24,3,GROCERY,337.77,0
657,2024-02-24,3,PRODUCE,204.26,0
658,2024-02-24,3,DAIRY,134.07,0
659,2024-02-24,3,HOUSEHOLD,62.95,0
660,2024-02-25,1,GROCERY,184.14,0
661,2024-02-25,1,PRODUCE,98.16,0
662,2024-02-25,1,DAIRY,92.36,0
663,2024-02-25,1,HOUSEHOLD,39.12,0
664,2024-02-25,2,GROCERY,252.18,0
665,2024-02-25,2,PRODUCE,62.96,0
666,2024-02-25,2,DAIRY,106.91,0
667,2024-02-25,2,HOUSEHOLD,29.93,0
668,2024-02-25,3,GROCERY,255.49,0
669,2024-02-25,3,PRODUCE,153.06,0
670,2024-02-25,3,DAIRY,81.47,0
671,2024-02-25,3,HOUSEHOLD,79.04,0
672,2024-02-26,1,GROCERY,186.9,0
673,2024-02-26,1,PRODUCE,92.19,0
674,2024-02-26,1,DAIRY,58.01,0
675,2024-02-26,1,HOUSEHOLD,15.83,0
676,2024-02-26,2,GROCERY,203.48,0
677,2024-02-26,2,PRODUCE,3.51,0
678,2024-02-26,2,DAIRY,89.16,0
679,2024-02-26,2,HOUSEHOLD,55.02,0
680,2024-02-26,3,GROCERY,235.75,0
681,2024-02-26,3,PRODUCE,109.16,0
682,2024-02-26,3,DAIRY,105.39,0
683,2024-02-26,3,HOUSEHOLD,56.81,0
684,2024-02-27,1,GROCERY,191.98,0
685,2024-02-27,1,PRODUCE,94.97,0
686,2024-02-27,1,DAIRY,61.93,0
687,2024-02-27,1,HOUSEHOLD,24.63,0
688,2024-02-27,2,GROCERY,211.93,0
689,2024-02-27,2,PRODUCE,186.95,0
690,2024-02-27,2,DAIRY,81.44,0
691,2024-02-27,2,HOUSEHOLD,16.98,0
692,2024-02-27,3,GROCERY,219.52,0
693,2024-02-27,3,PRODUCE,21.99,0
694,2024-02-27,3,DAIRY,108.19,0
695,2024-02-27,3,HOUSEHOLD,10.78,3
696,2024-02-28,1,GROCERY,144.69,0
697,2024-02-28,1,PRODUCE,19.78,0
698,2024-02-28,1,DAIRY,56.52,0
699,2024-02-28,1,HOUSEHOLD,43.35,0
700,2024-02-28,2,GROCERY,174.91,0
701,2024-02-28,2,PRODUCE,34.61,0
702,2024-02-28,2,DAIRY,89.26,0
703,2024-02-28,2,HOUSEHOLD,29.51,3
704,2024-02-28,3,GROCERY,258.03,0
705,2024-02-28,3,PRODUCE,176.65,0
706,2024-02-28,3,DAIRY,122.47,3
707,2024-02-28,3,HOUSEHOLD,12.29,3
708,2024-02-29,1,GROCERY,167.44,0
709,2024-02-29,1,PRODUCE,113.32,0
710,2024-02-29,1,DAIRY,63.39,0
711,2024-02-29,1,HOUSEHOLD,6.23,3
712,2024-02-29,2,GROCERY,235.22,0
713,2024-02-29,2,PRODUCE,96.24,0
714,2024-02-29,2,DAIRY,96.22,3
715,2024-02-29,2,HOUSEHOLD,36.67,3
716,2024-02-29,3,GROCERY,275.86,0
717,2024-02-29,3,PRODUCE,180.93,3
718,2024-02-29,3,DAIRY,115.39,3
719,2024-02-29,3,HOUSEHOLD,65.65,0
720,2024-03-01,1,GROCERY,213.93,0
721,2024-03-01,1,PRODUCE,146.96,0
722,2024-03-01,1,DAIRY,95.35,3
723,2024-03-01,1,HOUSEHOLD,11.39,3
724,2024-03-01,2,GROCERY,301.51,0
725,2024-03-01,2,PRODUCE,72.15,3
726,2024-03-01,2,DAIRY,96.99,3
727,2024-03-01,2,HOUSEHOLD,24.86,0
728,2024-03-01,3,GROCERY,352.4,3
729,2024-03-01,3,PRODUCE,191.33,3
730,2024-03-01,3,DAIRY,76.08,0
731,2024-03-01,3,HOUSEHOLD,54.81,0
732,2024-03-02,1,GROCERY,217.69,0
733,2024-03-02,1,PRODUCE,118.84,3
734,2024-03-02,1,DAIRY,79.71,3
735,2024-03-02,1,HOUSEHOLD,23.88,0
736,2024-03-02,2,GROCERY,283.91,3
737,2024-03-02,2,PRODUCE,167.97,3
738,2024-03-02,2,DAIRY,94.3,0
739,2024-03-02,2,HOUSEHOLD,68.18,0
740,2024-03-02,3,GROCERY,313.72,3
741,2024-03-02,3,PRODUCE,50.4,0
742,2024-03-02,3,DAIRY,106.58,0
743,2024-03-02,3,HOUSEHOLD,99.94,0
744,2024-03-03,1,GROCERY,228.46,3
745,2024-03-03,1,PRODUCE,263.91,3
746,2024-03-03,1,DAIRY,92.72,0
747,2024-03-03,1,HOUSEHOLD,14.29,0
748,2024-03-03,2,GROCERY,269.83,3
749,2024-03-03,2,PRODUCE,152.33,0
750,2024-03-03,2,DAIRY,82.05,0
751,2024-03-03,2,HOUSEHOLD,112.04,0
752,2024-03-03,3,GROCERY,260.19,0
753,2024-03-03,3,PRODUCE,208.75,0
754,2024-03-03,3,DAIRY,155.38,0
755,2024-03-03,3,HOUSEHOLD,53.97,0
756,2024-03-04,1,GROCERY,180.15,3
757,2024-03-04,1,PRODUCE,84.38,0
758,2024-03-04,1,DAIRY,75.68,0
759,2024-03-04,1,HOUSEHOLD,49.12,0
760,2024-03-04,2,GROCERY,209.81,0
761,2024-03-04,2,PRODUCE,50.93,0
762,2024-03-04,2,DAIRY,87.49,0
763,2024-03-04,2,HOUSEHOLD,25.51,0
764,2024-03-04,3,GROCERY,181.76,0
765,2024-03-04,3,PRODUCE,98.65,0
766,2024-03-04,3,DAIRY,76.16,0
767,2024-03-04,3,HOUSEHOLD,63.35,0
768,2024-03-05,1,GROCERY,210.45,0
769,2024-03-05,1,PRODUCE,165.28,0
770,2024-03-05,1,DAIRY,63.76,0
771,2024-03-05,1,HOUSEHOLD,24.65,0
772,2024-03-05,2,GROCERY,225.8,0
773,2024-03-05,2,PRODUCE,165.05,0
774,2024-03-05,2,DAIRY,80.35,0
775,2024-03-05,2,HOUSEHOLD,37.37,0
776,2024-03-05,3,GROCERY,311.76,0
777,2024-03-05,3,PRODUCE,131.05,0
778,2024-03-05,3,DAIRY,93.73,0
779,2024-03-05,3,HOUSEHOLD,51.09,0
780,2024-03-06,1,GROCERY,182.65,0
781,2024-03-06,1,PRODUCE,56.1,0
782,2024-03-06,1,DAIRY,67.97,0
783,2024-03-06,1,HOUSEHOLD,11.9,0
784,2024-03-06,2,GROCERY,201.76,0
785,2024-03-06,2,PRODUCE,203.02,0
786,2024-03-06,2,DAIRY,98.58,0
787,2024-03-06,2,HOUSEHOLD,38.52,0
788,2024-03-06,3,GROCERY,219.05,0
789,2024-03-06,3,PRODUCE,119.97,0
790,2024-03-06,3,DAIRY,122.22,0
791,2024-03-06,3,HOUSEHOLD,33.15,0
792,2024-03-07,1,GROCERY,200.66,0
793,2024-03-07,1,PRODUCE,42.78,0
794,2024-03-07,1,DAIRY,67.49,0
795,2024-03-07,1,HOUSEHOLD,65.09,0
796,2024-03-07,2,GROCERY,158.56,0
797,2024-03-07,2,PRODUCE,171.22,0
798,2024-03-07,2,DAIRY,58.03,0
799,2024-03-07,2,HOUSEHOLD,38.61,0
800,2024-03-07,3,GROCERY,241.76,0
801,2024-03-07,3,PRODUCE,182.37,0
802,2024-03-07,3,DAIRY,44.46,0
803,2024-03-07,3,HOUSEHOLD,0,3
804,2024-03-08,1,GROCERY,159.43,0
805,2024-03-08,1,PRODUCE,96.43,0
806,2024-03-08,1,DAIRY,59.81,0
807,2024-03-08,1,HOUSEHOLD,29.22,0
808,2024-03-08,2,GROCERY,179.3,0
809,2024-03-08,2,PRODUCE,97.5,0
810,2024-03-08,2,DAIRY,73.83,0
811,2024-03-08,2,HOUSEHOLD,41.49,3
812,2024-03-08,3,GROCERY,264.3,0
813,2024-03-08,3,PRODUCE,215.93,0
814,2024-03-08,3,DAIRY,108.94,3
815,2024-03-08,3,HOUSEHOLD,35.67,3
816,2024-03-09,1,GROCERY,206.59,0
817,2024-03-09,1,PRODUCE,100.66,0
818,2024-03-09,1,DAIRY,84.79,0
819,2024-03-09,1,HOUSEHOLD,5.06,3
820,2024-03-09,2,GROCERY,262.26,0
821,2024-03-09,2,PRODUCE,88.42,0
822,2024-03-09,2,DAIRY,103.91,3
823,2024-03-09,2,HOUSEHOLD,5.56,3
824,2024-03-09,3,GROCERY,338.05,0
825,2024-03-09,3,PRODUCE,186.68,3
826,2024-03-09,3,DAIRY,179.05,3
827,2024-03-09,3,HOUSEHOLD,66.33,0
828,2024-03-10,1,GROCERY,163.56,0
829,2024-03-10,1,PRODUCE,64.7,0
830,2024-03-10,1,DAIRY,116.81,3
831,2024-03-10,1,HOUSEHOLD,20.83,3
832,2024-03-10,2,GROCERY,218.39,0
833,2024-03-10,2,PRODUCE,155.49,3
834,2024-03-10,2,DAIRY,121.63,3
835,2024-03-10,2,HOUSEHOLD,21.67,0
836,2024-03-10,3,GROCERY,342.39,3
837,2024-03-10,3,PRODUCE,160.07,3
838,2024-03-10,3,DAIRY,66.05,0
839,2024-03-10,3,HOUSEHOLD,73.7,0
840,2024-03-11,1,GROCERY,154.76,0
841,2024-03-11,1,PRODUCE,173.94,3
842,2024-03-11,1,DAIRY,67.98,3
843,2024-03-11,1,HOUSEHOLD,4.37,0
844,2024-03-11,2,GROCERY,287.3,3
845,2024-03-11,2,PRODUCE,51.13,3
846,2024-03-11,2,DAIRY,77.31,0
847,2024-03-11,2,HOUSEHOLD,54.13,0
848,2024-03-11,3,GROCERY,285.42,3
849,2024-03-11,3,PRODUCE,46.48,0
850,2024-03-11,3,DAIRY,106.68,0
851,2024-03-11,3,HOUSEHOLD,43.01,0
852,2024-03-12,1,GROCERY,237.62,3
853,2024-03-12,1,PRODUCE,141.32,3
854,2024-03-12,1,DAIRY,110.56,0
855,2024-03-12,1,HOUSEHOLD,3.16,0
856,2024-03-12,2,GROCERY,251.0,3
857,2024-03-12,2,PRODUCE,66.8,0
858,2024-03-12,2,DAIRY,105.54,0
859,2024-03-12,2,HOUSEHOLD,59.21,0
860,2024-03-12,3,GROCERY,270.27,0
861,2024-03-12,3,PRODUCE,94.88,0
862,2024-03-12,3,DAIRY,89.42,0
863,2024-03-12,3,HOUSEHOLD,0,0
864,2024-03-13,1,GROCERY,248.34,3
865,2024-03-13,1,PRODUCE,114.79,0
866,2024-03-13,1,DAIRY,68.19,0
867,2024-03-13,1,HOUSEHOLD,50.53,0
868,2024-03-13,2,GROCERY,228.79,0
869,2024-03-13,2,PRODUCE,162.09,0
870,2024-03-13,2,DAIRY,61.89,0
871,2024-03-13,2,HOUSEHOLD,24.79,0
872,2024-03-13,3,GROCERY,253.86,0
873,2024-03-13,3,PRODUCE,157.39,0
874,2024-03-13,3,DAIRY,121.16,0
875,2024-03-13,3,HOUSEHOLD,21.47,0
876,2024-03-14,1,GROCERY,174.48,0
877,2024-03-14,1,PRODUCE,179.7,0
878,2024-03-14,1,DAIRY,80.52,0
879,2024-03-14,1,HOUSEHOLD,49.42,0
880,2024-03-14,2,GROCERY,209.56,0
881,2024-03-14,2,PRODUCE,152.52,0
882,2024-03-14,2,DAIRY,115.94,0
883,2024-03-14,2,HOUSEHOLD,43.24,0
884,2024-03-14,3,GROCERY,284.7,0
885,2024-03-14,3,PRODUCE,89.63,0
886,2024-03-14,3,DAIRY,114.42,0
887,2024-03-14,3,HOUSEHOLD,72.27,0
888,2024-03-15,1,GROCERY,156.47,0
889,2024-03-15,1,PRODUCE,137.52,0
890,2024-03-15,1,DAIRY,62.95,0
891,2024-03-15,1,HOUSEHOLD,18.63,0
892,2024-03-15,2,GROCERY,210.18,0
893,2024-03-15,2,PRODUCE,207.03,0
894,2024-03-15,2,DAIRY,92.46,0
895,2024-03-15,2,HOUSEHOLD,61.91,0
896,2024-03-15,3,GROCERY,226.61,0
897,2024-03-15,3,PRODUCE,142.3,0
898,2024-03-15,3,DAIRY,81.59,0
899,2024-03-15,3,HOUSEHOLD,33.13,0
900,2024-03-16,1,GROCERY,227.26,0
901,2024-03-16,1,PRODUCE,112.99,0
902,2024-03-16,1,DAIRY,108.54,0
903,2024-03-16,1,HOUSEHOLD,35.69,0
904,2024-03-16,2,GROCERY,246.45,0
905,2024-03-16,2,PRODUCE,211.87,0
906,2024-03-16,2,DAIRY,92.91,0
907,2024-03-16,2,HOUSEHOLD,8.06,0
908,2024-03-16,3,GROCERY,344.94,0
909,2024-03-16,3,PRODUCE,193.21,0
910,2024-03-16,3,DAIRY,75.86,0
911,2024-03-16,3,HOUSEHOLD,53.49,3
912,2024-03-17,1,GROCERY,196.7,0
913,2024-03-17,1,PRODUCE,194.99,0
914,2024-03-17,1,DAIRY,74.83,0
915,2024-03-17,1,HOUSEHOLD,27.36,0
916,2024-03-17,2,GROCERY,225.05,0
917,2024-03-17,2,PRODUCE,81.18,0
918,2024-03-17,2,DAIRY,92.0,0
919,2024-03-17,2,HOUSEHOLD,9.3,3
920,2024-03-17,3,GROCERY,261.64,0
921,2024-03-17,3,PRODUCE,59.28,0
922,2024-03-17,3,DAIRY,109.06,3
923,2024-03-17,3,HOUSEHOLD,7.43,3
924,2024-03-18,1,GROCERY,161.61,0
925,2024-03-18,1,PRODUCE,69.58,0
926,2024-03-18,1,DAIRY,55.97,0
927,2024-03-18,1,HOUSEHOLD,38.11,3
928,2024-03-18,2,GROCERY,209.49,0
929,2024-03-18,2,PRODUCE,96.83,0
930,2024-03-18,2,DAIRY,96.55,3
931,2024-03-18,2,HOUSEHOLD,69.18,3
932,2024-03-18,3,GROCERY,256.18,0
933,2024-03-18,3,PRODUCE,197.58,3
934,2024-03-18,3,DAIRY,66.55,3
935,2024-03-18,3,HOUSEHOLD,31.01,0
936,2024-03-19,1,GROCERY,127.58,0
937,2024-03-19,1,PRODUCE,79.51,0
938,2024-03-19,1,DAIRY,92.06,3
939,2024-03-19,1,HOUSEHOLD,19.0,3
940,2024-03-19,2,GROCERY,223.99,0
941,2024-03-19,2,PRODUCE,83.07,3
942,2024-03-19,2,DAIRY,116.36,3
943,2024-03-19,2,HOUSEHOLD,5.97,0
944,2024-03-19,3,GROCERY,289.66,3
945,2024-03-19,3,PRODUCE,194.04,3
946,2024-03-19,3,DAIRY,113.85,0
947,2024-03-19,3,HOUSEHOLD,45.07,0
948,2024-03-20,1,GROCERY,212.86,0
949,2024-03-20,1,PRODUCE,96.03,3
950,2024-03-20,1,DAIRY,79.32,3
951,2024-03-20,1,HOUSEHOLD,0,0
952,2024-03-20,2,GROCERY,307.0,3
953,2024-03-20,2,PRODUCE,119.92,3
954,2024-03-20,2,DAIRY,69.32,0
955,2024-03-20,2,HOUSEHOLD,70.85,0
956,2024-03-20,3,GROCERY,343.66,3
957,2024-03-20,3,PRODUCE,144.56,0
958,2024-03-20,3,DAIRY,77.08,0
959,2024-03-20,3,HOUSEHOLD,59.67,0
960,2024-03-21,1,GROCERY,191.9,3
961,2024-03-21,1,PRODUCE,61.25,3
962,2024-03-21,1,DAIRY,85.52,0
963,2024-03-21,1,HOUSEHOLD,0,0
964,2024-03-21,2,GROCERY,270.69,3
965,2024-03-21,2,PRODUCE,138.89,0
966,2024-03-21,2,DAIRY,120.49,0
967,2024-03-21,2,HOUSEHOLD,48.41,0
968,2024-03-21,3,GROCERY,187.95,0
969,2024-03-21,3,PRODUCE,92.29,0
970,2024-03-21,3,DAIRY,105.21,0
971,2024-03-21,3,HOUSEHOLD,58.02,0
972,2024-03-22,1,GROCERY,231.95,3
973,2024-03-22,1,PRODUCE,20.76,0
974,2024-03-22,1,DAIRY,67.78,0
975,2024-03-22,1,HOUSEHOLD,51.56,0
976,2024-03-22,2,GROCERY,250.53,0
977,2024-03-22,2,PRODUCE,204.84,0
978,2024-03-22,2,DAIRY,81.88,0
979,2024-03-22,2,HOUSEHOLD,65.91,0
980,2024-03-22,3,GROCERY,301.1,0
981,2024-03-22,3,PRODUCE,205.28,0
982,2024-03-22,3,DAIRY,117.64,0
983,2024-03-22,3,HOUSEHOLD,70.69,0
984,2024-03-23,1,GROCERY,188.0,0
985,2024-03-23,1,PRODUCE,48.59,0
986,2024-03-23,1,DAIRY,101.84,0
987,2024-03-23,1,HOUSEHOLD,32.67,0
988,2024-03-23,2,GROCERY,252.98,0
989,2024-03-23,2,PRODUCE,108.38,0
990,2024-03-23,2,DAIRY,98.28,0
991,2024-03-23,2,HOUSEHOLD,55.68,0
992,2024-03-23,3,GROCERY,263.2,0
993,2024-03-23,3,PRODUCE,171.23,0
994,2024-03-23,3,DAIRY,130.53,0
995,2024-03-23,3,HOUSEHOLD,55.85,0
996,2024-03-24,1,GROCERY,189.3,0
997,2024-03-24,1,PRODUCE,151.8,0
998,2024-03-24,1,DAIRY,115.79,0
999,2024-03-24,1,HOUSEHOLD,27.05,0
1000,2024-03-24,2,GROCERY,291.67,0
1001,2024-03-24,2,PRODUCE,191.33,0
1002,2024-03-24,2,DAIRY,55.3,0
1003,2024-03-24,2,HOUSEHOLD,28.72,0
1004,2024-03-24,3,GROCERY,277.31,0
1005,2024-03-24,3,PRODUCE,218.95,0
1006,2024-03-24,3,DAIRY,129.34,0
1007,2024-03-24,3,HOUSEHOLD,73.61,0
1008,2024-03-25,1,GROCERY,186.58,0
1009,2024-03-25,1,PRODUCE,61.67,0
1010,2024-03-25,1,DAIRY,62.52,0
1011,2024-03-25,1,HOUSEHOLD,11.04,0
1012,2024-03-25,2,GROCERY,207.53,0
1013,2024-03-25,2,PRODUCE,112.09,0
1014,2024-03-25,2,DAIRY,91.0,0
1015,2024-03-25,2,HOUSEHOLD,24.72,0
1016,2024-03-25,3,GROCERY,277.62,0
1017,2024-03-25,3,PRODUCE,190.13,0
1018,2024-03-25,3,DAIRY,133.37,0
1019,2024-03-25,3,HOUSEHOLD,60.96,3
1020,2024-03-26,1,GROCERY,177.34,0
1021,2024-03-26,1,PRODUCE,122.3,0
1022,2024-03-26,1,DAIRY,80.21,0
1023,2024-03-26,1,HOUSEHOLD,21.64,0
1024,2024-03-26,2,GROCERY,244.83,0
1025,2024-03-26,2,PRODUCE,198.76,0
1026,2024-03-26,2,DAIRY,119.78,0
1027,2024-03-26,2,HOUSEHOLD,37.82,3
1028,2024-03-26,3,GROCERY,260.33,0
1029,2024-03-26,3,PRODUCE,162.39,0
1030,2024-03-26,3,DAIRY,125.23,3
1031,2024-03-26,3,HOUSEHOLD,58.79,3
1032,2024-03-27,1,GROCERY,171.09,0
1033,2024-03-27,1,PRODUCE,88.97,0
1034,2024-03-27,1,DAIRY,95.24,0
1035,2024-03-27,1,HOUSEHOLD,33.13,3
1036,2024-03-27,2,GROCERY,213.9,0
1037,2024-03-27,2,PRODUCE,159.47,0
1038,2024-03-27,2,DAIRY,108.97,3
1039,2024-03-27,2,HOUSEHOLD,43.09,3
1040,2024-03-27,3,GROCERY,248.86,0
1041,2024-03-27,3,PRODUCE,85.57,3
1042,2024-03-27,3,DAIRY,124.69,3
1043,2024-03-27,3,HOUSEHOLD,18.27,0
1044,2024-03-28,1,GROCERY,178.13,0
1045,2024-03-28,1,PRODUCE,50.91,0
1046,2024-03-28,1,DAIRY,101.21,3
1047,2024-03-28,1,HOUSEHOLD,42.93,3
1048,2024-03-28,2,GROCERY,219.5,0
1049,2024-03-28,2,PRODUCE,135.9,3
1050,2024-03-28,2,DAIRY,114.13,3
1051,2024-03-28,2,HOUSEHOLD,0,0
1052,2024-03-28,3,GROCERY,261.52,3
1053,2024-03-28,3,PRODUCE,157.36,3
1054,2024-03-28,3,DAIRY,111.07,0
1055,2024-03-28,3,HOUSEHOLD,46.67,0
1056,2024-03-29,1,GROCERY,152.92,0
1057,2024-03-29,1,PRODUCE,122.11,3
1058,2024-03-29,1,DAIRY,79.84,3
1059,2024-03-29,1,HOUSEHOLD,13.94,0
1060,2024-03-29,2,GROCERY,265.11,3
1061,2024-03-29,2,PRODUCE,129.78,3
1062,2024-03-29,2,DAIRY,107.62,0
1063,2024-03-29,2,HOUSEHOLD,56.45,0
1064,2024-03-29,3,GROCERY,327.96,3
1065,2024-03-29,3,PRODUCE,157.49,0
1066,2024-03-29,3,DAIRY,88.73,0
1067,2024-03-29,3,HOUSEHOLD,23.71,0
1068,2024-03-30,1,GROCERY,206.34,3
1069,2024-03-30,1,PRODUCE,299.53,3
1070,2024-03-30,1,DAIRY,70.1,0
1071,2024-03-30,1,HOUSEHOLD,35.92,0
1072,2024-03-30,2,GROCERY,293.02,3
1073,2024-03-30,2,PRODUCE,125.85,0
1074,2024-03-30,2,DAIRY,95.16,0
1075,2024-03-30,2,HOUSEHOLD,0,0
1076,2024-03-30,3,GROCERY,265.5,0
1077,2024-03-30,3,PRODUCE,74.36,0
1078,2024-03-30,3,DAIRY,122.81,0
1079,2024-03-30,3,HOUSEHOLD,36.58,0
1080,2024-03-31,1,GROCERY,230.1,3
1081,2024-03-31,1,PRODUCE,126.13,0
1082,2024-03-31,1,DAIRY,77.94,0
1083,2024-03-31,1,HOUSEHOLD,61.47,0
1084,2024-03-31,2,GROCERY,243.58,0
1085,2024-03-31,2,PRODUCE,154.68,0
1086,2024-03-31,2,DAIRY,81.04,0
1087,2024-03-31,2,HOUSEHOLD,67.61,0
1088,2024-03-31,3,GROCERY,287.18,0
1089,2024-03-31,3,PRODUCE,195.12,0
1090,2024-03-31,3,DAIRY,133.25,0
1091,2024-03-31,3,HOUSEHOLD,53.1,0
1092,2024-04-01,1,GROCERY,178.83,0
1093,2024-04-01,1,PRODUCE,81.9,0
1094,2024-04-01,1,DAIRY,90.21,0
1095,2024-04-01,1,HOUSEHOLD,51.3,0
1096,2024-04-01,2,GROCERY,225.35,0
1097,2024-04-01,2,PRODUCE,62.48,0
1098,2024-04-01,2,DAIRY,71.19,0
1099,2024-04-01,2,HOUSEHOLD,26.3,0
1100,2024-04-01,3,GROCERY,244.34,0
1101,2024-04-01,3,PRODUCE,164.92,0
1102,2024-04-01,3,DAIRY,87.97,0
1103,2024-04-01,3,HOUSEHOLD,80.64,0
1104,2024-04-02,1,GROCERY,174.5,0
1105,2024-04-02,1,PRODUCE,18.88,0
1106,2024-04-02,1,DAIRY,66.46,0
1107,2024-04-02,1,HOUSEHOLD,0,0
1108,2024-04-02,2,GROCERY,193.95,0
1109,2024-04-02,2,PRODUCE,92.42,0
1110,2024-04-02,2,DAIRY,79.07,0
1111,2024-04-02,2,HOUSEHOLD,34.04,0
1112,2024-04-02,3,GROCERY,240.03,0
1113,2024-04-02,3,PRODUCE,106.73,0
1114,2024-04-02,3,DAIRY,133.37,0
1115,2024-04-02,3,HOUSEHOLD,81.72,0
1116,2024-04-03,1,GROCERY,150.64,0
1117,2024-04-03,1,PRODUCE,145.61,0
1118,2024-04-03,1,DAIRY,51.5,0
1119,2024-04-03,1,HOUSEHOLD,18.73,0
1120,2024-04-03,2,GROCERY,252.39,0
1121,2024-04-03,2,PRODUCE,12.35,0
1122,2024-04-03,2,DAIRY,98.09,0
1123,2024-04-03,2,HOUSEHOLD,12.88,0
1124,2024-04-03,3,GROCERY,247.78,0
1125,2024-04-03,3,PRODUCE,129.98,0
1126,2024-04-03,3,DAIRY,137.15,0
1127,2024-04-03,3,HOUSEHOLD,24.45,3
1128,2024-04-04,1,GROCERY,173.24,0
1129,2024-04-04,1,PRODUCE,121.39,0
1130,2024-04-04,1,DAIRY,69.49,0
1131,2024-04-04,1,HOUSEHOLD,18.61,0
1132,2024-04-04,2,GROCERY,211.99,0
1133,2024-04-04,2,PRODUCE,123.05,0
1134,2024-04-04,2,DAIRY,103.12,0
1135,2024-04-04,2,HOUSEHOLD,17.98,3
1136,2024-04-04,3,GROCERY,238.73,0
1137,2024-04-04,3,PRODUCE,158.29,0
1138,2024-04-04,3,DAIRY,122.37,3
1139,2024-04-04,3,HOUSEHOLD,39.66,3
1140,2024-04-05,1,GROCERY,174.47,0
1141,2024-04-05,1,PRODUCE,70.09,0
1142,2024-04-05,1,DAIRY,62.36,0
1143,2024-04-05,1,HOUSEHOLD,38.01,3
1144,2024-04-05,2,GROCERY,185.6,0
1145,2024-04-05,2,PRODUCE,174.04,0
1146,2024-04-05,2,DAIRY,111.02,3
